fullId,category,wnsynset,wnlemmas,up,front,unit,aligned.dims,isContainerLike,surfaceVolume,solidVolume,supportSurfaceArea,weight,staticFrictionForce,name,tags
wss.3101d2b22e21297ccff8db9efabb6c62,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent","0\,0\,1","0\,1\,0",0.09946941428923887,"40.567307\,77.87793\,60.326214",true,0.002926,0.00542,0.009699,7.549080000000001,50.307069120000016,ceiling halogen spot light,"architecture,ceiling,details,halogen,interior,lamp,light,lighting,mounted,spotlight,swivel"
wss.31060891383f6df685d624cfcd9a37a7,"Lamp,FloorLamp",n3371905,floor lamp,,,0.02150160297885388,"60.170303\,155.14354\,57.225292",true,0.01644,0.042218,0.142061,35.3405576310504,349.99513971259364,antique floor lamp,"antique,floor,lamp,lighting"
wss.3108a736282eec1bc58e834f0b160845,Bottle,n2826570,beer bottle,"0\,1\,0","0\,0\,1",0.03165681336286472,"9.377445\,35.520565\,9.377444",true,2.33E-4,0.00174,0.005922,0.5260909039216,8.324761140848992,beer bottle,
wss.310900aea4f2df6b224eafe39e508a6,"ChestOfDrawers,Armoire",n2742555,armoire,,,0.01572567620918377,"160.89459\,126.91975\,63.150227",true,0.076678,0.529155,0.41049,53.47174801208324,1170.9237228155405,wardrobe,"bedroom,brown wardrobe,cupboard,household,wardrobe,wooden"
wss.3112fe9d55dc8ebf45973f64d2b55285,"Chair,OfficeChair",n3005231,chair,"0\,0\,1","1\,0\,0",0.019650079619852382,"60.36599\,98.00929\,66.797104",false,0.014601,0.047483,0.007387,17.2947607682058,172.17780422404857,conference chair,"chair,furniture,office"
wss.31138325cfdf65f7dc0a8ae190d19bd8,Stapler,n4310635,"stapler,stapling machine","0\,0\,1","0\,1\,0",5.432219130618735E-4,"5.8941765\,4.886857\,18.598396",false,7.6E-5,2.53E-4,0.010786,,,simple stapler,"accesorios,artesco,azul,black,blue,de,empranpador,engrampador,engranpador,engrapador,escritorio,grapas,metallic,modelos,negro,papel,pocket,simple,stapler,table,util,utiles"
wss.312b2a3cc205857ccebb4bcb108e5022,PottedPlant,n17402,"plant,flora,plant life",,,0.00939871521723308,"84.85405\,73.400955\,81.23497",true,0.014116,0.05858,0.066799,23.4099744,131.408893056,vaso de planta de jardim,"landscape,plant,planta,pot,vegetation"
wss.312ed4ff0faf34ad7843fb4efdc19510,"Toilet,_AttributesTrain",n4453655,"toilet,can,commode,crapper,pot,potty,stool,throne","0\,0\,1","1\,0\,0",0.03793311225907349,"68.25012\,119.487404\,117.10418",false,0.048378,0.304573,0.270748,88.08627919786198,514.0042752278096,k        kohler devonshire r  elongated toilet with left hand trip lever  less seat,"bathroom,bathroom accessory,blue marle project,igloo studios,kohler,less seat,toilet"
wss.313ba5c62a7e746d2974cfd5336a9b09,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,1\,0",0.0015884741183429813,"55.399303\,106.04336\,58.261993",false,0.012662,0.034003,0.005491,14.998031699679599,149.31274276316023,office chair,*
wss.313eedf7c6206738e535089b1cfcbf17,TrashBin,n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",,,0.01579820836324523,"49.758057\,68.41746\,49.758667",true,0.01283,0.103374,0.196706,,,trash can,"basurero,can,trash"
wss.3140ea76f25321a0e3f7a74e12a274ef,Chair,n2741540,armchair,"0\,0\,1","1\,0\,0",3.171440276852657E-5,"69.1408\,101.52573\,104.591606",false,0.024959,0.16349,0.003005,29.5637239924422,294.32133522553437,armchair zanotta,*
wss.314bcf37588dac1ca802f44e0266ca93,Monitor,n3787723,"monitor,monitoring device","0\,0\,0.9999999403953552","0.3826833963394165\,-0.9238795042037964\,0",0.03816245911132634,"58.17453\,69.76402\,37.282127",false,0.005229,0.020501,0.104179,,,aol lcd monitor,"aol,lcd,monitor,pc"
wss.314ed1f107da8ddc2a0b17a74ddb22f9,Cabinet,n2936496,cabinet,,,0.01746384049385601,"41.913216\,159.5634\,75.9494",true,0.083572,0.146263,0.006216,56.18070131762087,555.4905626095846,server rack,"datacenter,server,server cabinet,server rack"
wss.317850f9c80cafb561bfbba8a5defb02,Chair,n3005231,chair,"0\,0\,1","-1\,0\,0",0.015604979222537426,"136.22678\,32.966145\,79.87454",false,0.044736,0.107221,0.121083,52.9894128981888,527.5355283725112,seat couch,"chair,couch,home,house,living room,modern,room,seat,wood"
wss.3183e96eceaa30252ac50ece4c6b57b0,"_GeoAutotagEvalSet,Vase",,,,,0.005616746158594275,"32.129135\,66.339386\,32.12892",true,0.004341,0.02288,0.025679,10.275211804618502,259.5169808532263,vaso,*
wss.319479919663030517f7724a70577dad,"Desk,_PilotStudyModels",n3184367,desk,,,0.0273758104589584,"114.9784\,142.35422\,54.75162",false,0.069417,0.096427,0.165616,41.650200000000005,253.06661520000003,home office computer desk,"architecture,computer,desk,furniture,home office"
wss.319a8478eea5833f41aa35a85bab1563,"Sink,_AttributesTrain",n3626098,kitchen sink,,,0.05198347606895264,"175.44423\,94.00327\,118.262405",true,0.06056,0.100414,0.059367,161.02291180642402,3992.7329106062366,kitchen sink,"double kitchen sink,faucet,kitchen sink,sink,steel sink"
wss.31a0c1adeefa95f488b9635e60aa884,Gun,n4097375,rifle,"0\,0\,1","0\,-1\,0",0.009949763655712578,"14.015228\,38.066692\,109.40463",false,0.005612,0.021245,0.006575,,,edit me   mm  sub  plasma rifle v,"edit,equipment,gun,marble,me,men,mm,plasma,rifle,sub,weapon,will"
wss.31a7cd3b7990834cde650492e45fb14f,Cabinet,n2936496,cabinet,,,0.028122403073584566,"134.98753\,97.02229\,73.11853",true,0.149711,0.873263,0.797197,100.64218847176495,995.1065861633504,base cabinet   door   drawer blind left,"bath,built in,cabinet,cabinets,classroom,configurable,configure,customize,dc,dynamic component,furniture,interact,kitchen,laundry,on click,onclick,open,operable,operating,option,options"
wss.31b5cb5dfaa253b3df85db41e3677c28,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","-1\,0\,0",0.013918040278316009,"218.64139\,71.983826\,88.55547",false,0.182375,0.844627,0.003501,288.90975094415126,2743.1813045857416,sofa,"chair,sofa"
wss.31d2f04a840d53961b03adc3f90ef151,TV,,,"0\,0\,1","1\,0\,0",0.04596576963852403,"81.81903\,68.61951\,27.615654",false,0.009092,0.052712,0.070237,22.551242032344955,152.6600365686413,samsung     bw,"computer,flat,lcd,monitor,pc,screen,tv,wide"
wss.31e2cf93936987cc7868ee24742b134f,"ChestOfDrawers,Armoire",n2742555,armoire,"0\,0\,1","1\,0\,0",0.022075910684154633,"64.9491\,183.23006\,90.51124",true,0.098639,0.972268,0.154711,68.78635008951562,1506.2827029239431,armoire,wooden
wss.31ea65d446d980162a544c9c0bfe248c,Monitor,n3787723,"monitor,monitoring device","0\,0\,1","0\,-1\,0",0.003505359992773221,"73.761536\,57.466137\,31.900774",false,0.007014,0.017202,0.05725,,,imac g,"apple,computer,imac,mac,macintosh,monitor"
wss.31ec3a6a5ffde82db083c1ffde6f2daf,"WallArt,Picture,Painting,_OIMwhitelist",n3937282,"picture,image,icon,ikon","0\,0\,1","0\,-1\,0",0.019315485921842658,"107.64449\,97.31361\,5.794646",true,0.01416,0.061111,0.063368,35.0435486740416,239.06593040696276,resim picture tekening cerceve manzara,*
wss.31f06a600434e29ee8bb25231731c25d,"TV,_AttributesTrain",n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.022378975832314744,"89.20753\,59.53524\,25.69621",false,0.00965,0.02505,0.141975,23.935271184792,162.0291853153749,flatscreen tv,"entertainment,flatscreen tv,home theatre,tv"
wss.31f6f2b4bb6c524cab1a5567c60e2688,Monitor,n3787723,"monitor,monitoring device","0\,0\,1","0\,-1\,0",0.01868098407433339,"79.919304\,54.408367\,20.31557",false,0.006033,0.020079,0.08748,,,samsung      class       p      hz   lcd hdtv,
wss.31fd07fb148bc8e5af3d7e1cabea23b,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.013234918096502277,"90.78241\,61.242737\,13.087679",false,0.011934,0.027351,0.003722,29.60036542168992,200.37889093820561,sony plasma hdtv,"hdtv,home entertainment theatre,plasma tv"
wss.32023af33e1019e2f6f501a2d47bda7a,Table,n4386330,table,"0\,0\,1","0\,-1\,0",0.017928054565716636,"131.7712\,58.71438\,53.784164",false,0.024404,0.041974,0.033701,20.473033964875917,243.3118939630371,modern glass table,"curved,furniture,glass,modern,table"
wss.3209637ef61547c040feea836646b66e,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.011485359988567149,"90.55184\,60.4834\,17.458664",false,0.010814,0.038827,0.065511,26.82238576086432,181.57343108813103,hdtv,"living room,monitors,tv"
wss.320ef7589ebf4858c62ac18334863d36,"WallArt,Painting",n3882197,"painting,picture","0\,1\,0","0\,0\,1",0.021962554456632213,"114.89513\,88.53173\,7.2215734",true,0.013668,0.019554,1.021006,33.825933847231674,230.7594023165513,painting,"frame,painting,picture"
wss.3211fc4f31b15964aee892adc836ce83,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,-1\,0",0.02258963137705596,"61.870228\,101.2419\,60.28972",false,0.011107,0.028393,0.006506,13.1561473770606,130.975883262551,office chair,*
wss.3225898a2fe3f6257ed90bca788562eb,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,-1\,0",0.0278864848886208,"70.23909\,90.97966\,67.10186",false,0.014694,0.039149,0.004597,17.404918480105202,173.27447813630366,herman miller eames soft pad side chair from smart furniture,"chair,charles eames,designer furniture,desk chair,eames,eames chair,herman miller,modern furniture,office,office chair,office furniture,ray eames,side chair,smart furniture"
wss.322dc811602ae2d451d3c864cc68e22e,"WallArt,Picture,Painting",n3937282,"picture,image,icon,ikon","0\,0\,1","0\,-1\,0",0.017971133027255223,"142.44853\,28.215038\,1.7971133",true,0.009174,0.009174,0.031706,22.70406183161424,154.8863591492568,picture,"decoration,home decor,mural,picture"
wss.323b0f64f153b47e434c88ae20f69331,"ChestOfDrawers,Dresser,_AttributesTrain",n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","1\,0\,0",0.0552022847617711,"131.79546\,133.52052\,80.67096",true,0.069466,0.27863,0.174969,41.6796,253.24524960000002,dresser,dresser low polygon
wss.323c6780e488a46761b305ab53bdec40,Table,n3184367,desk,"0\,0\,1","-1\,0\,0",0.04387192037343287,"86.36188\,107.11578\,69.0895",false,0.043544,0.10224,0.008474,36.52998651723312,434.14084210483884,simple night table,*
wss.323e278c6d7942691836774006aed7e2,Couch,n4263630,"sofa,couch,lounge",,,0.00631697255715282,"214.60777\,85.17995\,85.91542",false,0.126438,0.685063,0.107945,200.2970313358552,1901.8086787619573,sofa,*
wss.32408a694ac56775ce62834dbceac22f,"Chair,rankChairs",n3267635,"easy chair,lounge chair,overstuffed chair","0\,0\,1","0\,-1\,0",0.0029254348418646325,"73.7505\,117.5624\,82.27317",false,0.026035,0.054083,0.094648,30.838236874202998,307.00973446839964,lamelo easy chair,"armchair,arqpadao,chair,easy,easy chair,furniture,lamelo"
wss.32413d2f2103b3a5286e185ca42b30ee,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","1\,0\,0",0.01347936920734904,"74.295715\,80.66391\,11.673271",false,0.007529,0.019582,0.011596,18.67447220210352,126.41634572429614,panasonic flat screen tv on stand,tv stand televisor television monitor screen
wss.324c9045843b9470d29670d38a4c9e7e,Vase,n4529463,vase,,,0.005211685046656689,"27.429413\,70.42706\,27.429413",true,0.002882,0.013104,0.030334,6.8217370239370005,172.29392739437873,dark blue vase please rate,"blue,dark blue,flower vase,home decoration,interior decoration,vase"
wss.3250cee2b00f2bfc9141594c44ac35a8,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","-1\,0\,0",0.018926563884259593,"119.165054\,33.0895\,80.095856",,,,,,,futuristic coffee table,"aluminium,coffe,dining,future,futuristic,glass,legs,ship,space,table,tea,top"
wss.3257708b8e97186decd0f3b932aa4d4e,ChestOfDrawers,n4386330,table,"0\,0\,1","0\,1\,0",0.053979753313633236,"71.52317\,136.29887\,70.17368",true,0.074755,0.383265,0.081072,52.130735317082895,1141.558242247786,nightstand,"nightstand,table,wood"
wss.3258f03543110f69e4c6ddc06f5d7d5e,"ChestOfDrawers,Armoire,Wardrobe",n4557470,"wardrobe,closet,press","0\,0\,1","1\,0\,0",1.2709305577580978E-4,"103.53585\,164.09355\,90.63361",true,0.189168,0.657204,0.16369,131.91715521987743,2888.7203473952136,wardrobe,"casa,home,house,roupa,wardrobe,wardrobes"
wss.326403c3b006beccfb296670d3a2ae8c,Gun,n3472916,gun,"0\,0\,1","-1\,0\,0",0.022867037238222032,"7.4266424\,19.170994\,91.718124",false,0.002337,0.004168,9.24E-4,,,m   close assault weapon system,"assault,birdman,close,gun,halo,shell,shoot,shotgun,unsc,weapon"
wss.32647467e7fb17388c44d31080397d4b,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,1\,0",0.009539349295228565,"86.09263\,55.566708\,40.7807",false,0.008477,0.022297,0.226059,21.02583355787376,142.33382424025214,plasma tv,"mr nasty,nissan,plasma,tv"
wss.3268b978e9e5efebd3fb018caad1b802,Coin,n13409418,coin,"0\,1\,0","0\,0\,1",1.766300450605798E-4,"7.4683943\,10.805254\,0.35326007",false,1.1E-5,1.7E-5,0.004742,,,coin,thanks
wss.3276b805858c16be32f5967f5b1e0da9,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.04124493344823244,"107.236824\,61.867397\,82.48986",false,0.046082,0.39142,0.005334,38.65916862684036,459.44511955436315,coffee table    in x    in,"architecture,coffee,furniture,table"
wss.328334ba77474aabb91b871e750ca615,"ChestOfDrawers,Dresser,_RandomSetStudyModels,_AttributesTrain",n3018908,"chest of drawers,chest,bureau,dresser",,,0.03938840071285421,"165.02716\,109.30281\,81.62104",true,0.14476,1.379991,1.237031,86.856,527.737056,dresser,dresser furniture mswanoski
wss.328e22b37cdcc3421a0b944593ce0cfb,"WallArt,Poster",n6806283,"poster,posting,placard,notice,bill,card","0\,1\,0","0\,0\,1",0.02792165303619282,"90.374435\,90.43251\,1.3960826",true,0.008768,0.007854,0.68518,10.62353102881792,243.17715666335198,a nice picture of a sr,"frame,poster,something"
wss.328fa44930afcbc135836c728d324152,Cabinet,n2936496,cabinet,"0\,0\,1","1\,0\,0",0.016505451920576255,"106.57059\,142.96065\,34.440613",true,0.0975,0.47552,0.020957,65.54370337515,648.0678918110672,kare       cinque terre glass cupboard  cinque terre vitrinenschrank,"cupboard,design,kare,kitchen,lifestyle,living room,trendy,vitrinenschrank,wohnen,wohnzimmer"
wss.32909910636369b24500047017815f5f,Couch,n4263630,"sofa,couch,lounge",,,0.028387801458811254,"212.90851\,79.44042\,95.09914",false,0.16895,0.649484,0.002213,267.6425081399005,2541.2500694160985,case study sofa,"case study,dwr,modernica,sofa"
wss.32920c0bcbcb8df439ec7aee4c50e2,"TrashBin,_StanfordSceneDBModels,_SceneGalleryModels",n2750182,"ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin",,,0.0373945909141167,"66.749344\,45.074318\,49.819317",true,0.010179,0.014993,0.153375,,,desk trashcan,"architecture,desk,details,garbage,interior,trash,trashcan"
wss.329491717ac1a15835836c728d324152,Mirror,n3778568,mirror,"0\,0\,1","0.5\,-0.8660253882408142\,0",0.02488373452124486,"88.36766\,117.56099\,10.827436",true,0.019173,0.081142,0.081908,,,kare       mirror tendence opulence black   x     spiegel tendence opulence schwarz   x,"design,dining room,esszimmer,flur,hall,kare,lifestyle,living room,mirror,speisezimmer,spiegel,trendy,wohnen"
wss.3297041a1a8de1d3d0f3f1f5f6accdb1,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","1\,0\,0",0.02197094486690063,"140.06477\,83.489586\,45.040436",true,0.048786,0.440249,0.011495,34.02113642136588,744.9944539669652,ikea hemnes chest of,*
wss.32a6f86c4acd6a352b3e9b6eb52d35df,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent",,,0.028745759157675296,"17.822365\,103.48473\,17.822372",true,0.002906,0.006045,0.022942,7.49748,49.96320672000001,modern pendant light,"light,light fixture,podium"
wss.32aa22ac33e70514423ffffa14d375e6,Rug,n4125115,"rug,carpet,carpeting",,,0.002055704465157854,"199.051\,2.3300588\,199.05157",false,0.049716,0.097421,0.089961,89.48880000000001,613.8931680000001,rug,*
wss.32b56fa66c73c450a86b76551c6a3b2b,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","0\,-1\,0",0.020806002384696935,"64.130936\,94.886185\,67.76787",false,0.011068,0.029407,0.008792,13.1099522075544,130.51598775096016,leather office chair,"chair,chiar,leather,office,ofice,work"
wss.32b6c232154f2f35550644042dd119da,Couch,n4263630,"sofa,couch,lounge","0\,0\,1","1\,0\,0",0.0035328662256470925,"216.57883\,72.386665\,92.39159",false,0.13676,0.237519,0.101921,216.64864997462436,2057.0663479925756,orange sofa,"chair,home decoration,interior decoration,living room,orange,sitting,sofa"
wss.32d64e4638eb6e371594fba9df8f37fb,Table,n4386330,table,"0\,0\,1","-1\,0\,0",0.026017547157807578,"130.46368\,63.302513\,51.727814",false,0.028161,0.126998,0.01309,23.62486106723778,280.76980191333746,modern table,"centre,country,furniture,modrrn,style,table"
wss.32d68bd4315a43b9ab740b857f575c7f,PianoKeyboard,n3935052,"piano keyboard,fingerboard,clavier",,,0.029334145402911765,"117.79849\,14.031884\,39.40439",false,0.017224,0.048487,0.122724,,,casio cz      digital keyboard synthesizer,"casio,cz,digital,instrument,keyboard,musical,synhthesizer,synthesiser"
wss.32e863f0d34384cc7ad908dd9229dac8,Vase,n4529463,vase,,,0.019983693537711213,"20.610584\,74.68906\,21.488464",true,0.002035,0.010526,0.010929,4.8168753794975,121.65792583190861,stylish vase,*
wss.32ef7cd99839d437fca2ed8aeb4c5397,"Lamp,CeilingLamp",n3008889,"chandelier,pendant,pendent",,,0.02251703657274378,"58.461433\,72.81627\,51.29336",true,5.15E-4,9.4E-4,0.002427,1.3287000000000002,8.854456800000003,chandelier,"architecture,ceiling,chandelier,details,hanging,interior,lamp,light,lighting,mounted,traditional"
wss.32f4aa21bdb87e5997a5d09d1e29f30b,Camera,n3794704,"motion-picture camera,movie camera,cine-camera","0\,0\,1","0\,-1\,0",0.003260631677499279,"14.683701\,12.005091\,12.716463",false,5.0E-6,1.5E-5,2.1E-5,,,super   mm movie camera with tripod,"amateur,camera,cinematography,filmmaking,movie,movie camera,tripod"
wss.32f5a291682a2c91d9cc9318f4254eef,"Rug,_StanfordSceneDBModels",n4125115,"rug,carpet,carpeting",,,0.061566104771021396,"195.47238\,3.3634317\,437.13602",false,0.295704,0.295704,8.65867,532.2672,3651.352992,ikea carpet,"carpet,ikea,tapis"
wss.330880146fd858e2cb6782d0f0acad78,PottedPlant,n4529463,vase,,,0.06233873970782923,"58.54019\,115.8821\,45.999756",true,0.007358,0.017774,0.017212,12.2025072,68.497211328,vaso de flores,"flor,flores,flowers,indoor,vase,vaso"
wss.330b4c2ab42bc715f1783a44a88d6274,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","1\,0\,0",0.026427017727087967,"126.849686\,44.92593\,63.424843",false,0.028276,0.059066,0.014142,23.721337009950478,281.916370828505,windward rectangular coffee table,"furniture,living,moser,table coffee,thos"
wss.33100bfe3bbe750043b62415f5ba9dce,"ChestOfDrawers,Dresser",n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","1\,0\,0",0.030647662285826112,"152.22926\,121.11557\,62.152233",true,0.086982,0.271089,0.021923,52.1892,317.10157920000006,babys room dresser,*
wss.331568becc7596285257428a7d0621fc,ChestOfDrawers,n3018908,"chest of drawers,chest,bureau,dresser","0\,0\,1","1\,0\,0",0.04100381735418679,"114.8107\,102.325294\,70.465515",true,0.071358,0.37581,0.154471,49.76182209559764,1089.683807776303,coopered chest,*
wss.3319b63a7544b77b1d3abbedf84d10fc,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,1\,0",0.0074549917710862446,"80.78393\,70.24712\,26.494595",false,0.011253,0.043292,0.031786,27.91125457434864,188.94449972579417,television,"home cinema,laptop,ordinateur,tv"
wss.332c75b56c4a80f77ff6ace05b36a5,"Table,EndTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.031267616592942096,"74.454346\,62.535233\,49.832794",false,0.017131,0.058611,0.046556,14.371559779228381,170.7988877020484,end table plywood theme original size designed by john a weick ra,"honolulu,shapes,without amblguity"
wss.3330789450af921544fe3ba945082ada,"Lamp,FloorLamp,_AttributesTrain,_OIMwhitelist",n3371905,floor lamp,,,0.021666098474371346,"51.72781\,160.05829\,51.7276",true,0.008994,0.018769,0.063796,19.334122587206043,191.4754432223277,floor lamp,*
wss.33334eb57a9d7bbba19d006f28e25379,"Chair,OfficeChair",n4380791,swivel chair,"0\,0\,1","-1\,0\,0",0.026273086061767283,"67.23151\,87.85773\,74.030716",false,0.010349,0.012788,0.003015,12.2583028005042,122.0374012680418,tab   alain berteau,"alain berteau,bulo,chair,office,office chair,tab"
wss.3339158a37cc5f31e376c7fd3649c639,"Chair,rankChairs",,,"0\,0\,1","-1\,0\,0",0.4447789386165135,"95.942375\,83.207466\,99.50505",false,0.0224,0.119044,0.019822,26.53261017792,264.1451143496122,armchair stool stuhl,"barhocker,bed,bett,bureau,cell,cellphone,chair,couch,fernseher,furniture,glas,glass,handy,hocker,kommode,mobel,moebel,phone,sessel,stool,stuhl,tisch,tish,tv,wohnzimmer"
wss.333dc990e43e0caf1bfc8c4fb242421f,Toilet,n4453655,"toilet,can,commode,crapper,pot,potty,stool,throne","0\,0\,1","1\,0\,0",0.03762580552241551,"78.94549\,117.5739\,112.24019",false,0.050523,0.269041,0.240209,91.991878207317,536.7943692863414,k      tr wellworth reg  pressure lite trade  elongated toilet with tank cover locks,"kohler,toliet,wellworth"
wss.33414cf41bd597e3b02f4f3913a7bfd6,CoffeeMaker,n3067341,coffee maker,"0\,0\,1","0\,-1\,0",,"40.640057\,59.69\,56.043793",false,0.009419,0.097173,0.208546,,,bunn coffee maker cwtf twin,"airpots,bunn,cafe,coffee,coffee maker,twin"
wss.3343296bb39a9e679410a04d09c14d1a,"Lamp,DeskLamp",n4387620,table lamp,"0\,0\,1","0\,1\,0",0.464246544319538,"26.007973\,57.54661\,61.934834",true,0.001614,0.005215,0.003371,3.4695656944352393,34.3608367090101,desk lamp,"bulb,desk lamp,gooseneck"
wss.3348af6458aa2f0545004a22a9d35958,"Bed,SingleBed",n4229277,single bed,"0\,0\,1","-1\,0\,0",0.04499369157168134,"118.773445\,75.234856\,233.5753",false,0.233063,0.620492,0.060605,141.331793494128,1260.6311934375753,single bed,"bed,blue,cushion"
wss.334a54f9bfe49498aee28a20aa1ae6b2,TV,n4413042,"television receiver,television,television set,tv,tv set,idiot box,boob tube,telly,goggle box","0\,0\,1","0\,-1\,0",0.017686096673555224,"76.581856\,73.82902\,29.106186",false,0.010719,0.035512,0.009164,26.586753557490717,179.97832511870502,meuble tv erard basik    eacute cran plasma panasonic    cm,"erard basik,flat tv,meuble tv,panasonic,tv shelf"
wss.334aab63b7a910bd67029e7475d6635f,"Computer,Desktop",n3184677,desktop computer,"0\,0\,1","1\,0\,0",0.027152138860622798,"22.655746\,53.614693\,54.626083",false,0.00852,0.055304,0.016282,,,antec     computer case,"antec,atx case,computer case"
wss.33502931b1dbbcc5153bcbf7454a9c,Ipod,n3589423,iPod,"0\,1\,0","0\,0\,1",0.05978165463298867,"14.449455\,24.349966\,1.288199",false,2.1E-4,4.65E-4,0.033699,,,apple ipod  black,"apple,ipod"
wss.3359a25b359f71c6591c6b1cab31f6b9,Ipod,n3589423,iPod,"1\,0\,0","0\,0\,1",0.005198825526444401,"11.699394\,25.773073\,1.496196",false,1.39E-4,4.75E-4,0.029053,,,ipod,ipod
wss.335bc3bc6a20295c3c5e8f9688dc3202,"Bed,QueenBed",n2821967,bed,,,0.01770677725602726,"177.35019\,152.78114\,221.31772",false,0.281734,1.203015,0.026308,170.84638706390396,1523.8912596677374,bed,bed
wss.335ceaddbef4e448ea3853b778cc0c9a,"Picture,WallArt,Painting",n3937282,"picture,image,icon,ikon","0\,0\,1","0.7071067690849304\,-0.7071067690849304\,0",0.002191338470717796,"120.24975\,80.03854\,0.9314194",true,0.005654,0.001184,0.017119,13.99267120077904,95.45754029102875,purple flower picture,"frame,photograph,picture"
wss.335dd90e9372933aeecf8839deaf1284,Sink,n3002170,"cesspool,cesspit,sink,sump","0\,0\,1","1\,0\,0",0.06131464394054339,"207.32013\,49.517765\,90.38208",true,0.050369,0.050815,1.072967,133.9260740551151,3320.838242640778,sink counter double   modify,"plumbing,sink"
wss.337d1f0ec60cbee5cf1e0e71566de2b3,"Bed,LoftBed",n2923643,"bunk bed,bunk","0\,0\,1","1\,0\,0",0.021952794589240196,"198.2056\,182.69997\,177.84439",false,0.359665,1.350482,0.002398,218.10454472424001,1945.417840617025,wooden bunk beds  style,"architecture,bed,bunk beds,design,double,exterior,furniture,interior,island,lanscape,style,town,village,wooden"
wss.33936f3f3f0e430498d5fc0473d00a1c,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.0246980408116606,"126.40729\,43.756397\,65.104004",false,0.026181,0.054899,0.012483,21.96379701009738,261.0288762434959,kare      cabana coffee table    x    cabana couchtisch    x,"cafe,coffee table,couchtisch,design,kare,lifestyle,living,living room,trendy,wohnen,wohnzimmer"
wss.3394f58677a88dd877ce957e17dd9848,"Lamp,DeskLamp",n4387620,table lamp,"0\,0\,1","1\,0\,0",0.06718142797527822,"31.739262\,76.20658\,31.739262",true,0.003409,0.008881,0.103325,7.328221469844941,72.57502623359075,lamp,"appliance,bright,green,lamp,light,modern lamp,red,silver"
wss.33b19fdf42fd767d871a975200291c6f,"Speaker,_StanfordSceneDBModels,_OIMwhitelist",n4356479,subwoofer,"0\,0\,1","0\,-1\,0",0.01859187284727792,"36.598103\,37.330063\,37.48707",false,0.002531,0.049251,0.134018,,,bass reflex subwoofer,"bass,bassreflex,hifi,high fidelity,loudspeaker,monitor,reflex,speaker,studio,sub,subwoofer,wood,woofer"
wss.33c8946d6f3309a4f90e92bb95494,Desk,n3184367,desk,,,0.029561658914172288,"71.092445\,83.883705\,55.85155",false,0.013697,0.02095,0.00262,8.218200000000001,49.93378320000001,classroom desk,classroom desk
wss.33dca17a74373b727c0ed29639ed906a,"Table,CoffeeTable",n3067971,"coffee table,cocktail table","0\,0\,1","0\,-1\,0",0.023205400150466612,"136.91185\,36.59835\,45.25053",false,0.038285,0.075591,0.006293,32.118099710919296,381.7077471060021,ikea oppli media bench,"apartment building,bench,coffee table,ikea,living room,residence"
wss.33eaa697dbacf485e068b0486650d973,"_StanfordSceneDBModels,MediaPlayer",n2991759,CD player,"0\,0\,1","0\,-1\,0",0.0289716691434038,"49.580376\,6.1550193\,31.22149",true,0.001675,0.009468,0.153638,,,dvd player,"andeciuala,dvd player,video cassete"
wss.33ef80eb8ebf4207fe7e23d061690240,"Table,DiningTable",n4386330,table,"0\,0\,1","0\,-1\,0",0.02893648064691504,"182.27698\,52.40455\,102.53093",false,0.075842,0.166675,0.051103,63.625464758405165,756.1572144707698,antique cofee table,"antique,furniture,table"
